Datum;Wochentag;Kapazitaet_Std;Gebucht_Std;Auslastung_Prozent;Anzahl_Buchungen;Details_JSON
2026-03-06;Friday;43.5;41.0;94.25;30;"[{""start"": 8.0, ""end"": 9.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 12.5, ""end"": 13.5, ""duration"": 1.0}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 18.0, ""duration"": 2.0}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 18.5, ""duration"": 0.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 8.5, ""end"": 9.5, ""duration"": 1.0}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 10.5, ""end"": 12.0, ""duration"": 1.5}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.5, ""end"": 16.0, ""duration"": 0.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}]"
2026-03-07;Saturday;37.5;37.5;100.0;25;"[{""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 13.0, ""duration"": 3.0}, {""start"": 13.0, ""end"": 15.0, ""duration"": 2.0}, {""start"": 15.0, ""end"": 17.0, ""duration"": 2.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 13.0, ""duration"": 3.0}, {""start"": 13.0, ""end"": 15.0, ""duration"": 2.0}, {""start"": 15.0, ""end"": 17.0, ""duration"": 2.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 13.0, ""duration"": 3.0}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
2026-03-08;Sunday;37.5;37.5;100.0;26;"[{""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 13.0, ""duration"": 2.0}, {""start"": 13.0, ""end"": 15.0, ""duration"": 2.0}, {""start"": 15.0, ""end"": 17.0, ""duration"": 2.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 19.5, ""duration"": 1.0}, {""start"": 19.5, ""end"": 20.5, ""duration"": 1.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 12.5, ""duration"": 2.0}, {""start"": 12.5, ""end"": 14.0, ""duration"": 1.5}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}]"
2026-03-09;Monday;43.5;36.5;83.91;24;"[{""start"": 8.0, ""end"": 10.0, ""duration"": 2.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 12.5, ""end"": 13.5, ""duration"": 1.0}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 15.0, ""duration"": 2.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 18.0, ""duration"": 2.0}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}]"
2026-03-10;Tuesday;43.5;32.5;74.71;23;"[{""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 19.5, ""duration"": 1.0}, {""start"": 19.5, ""end"": 21.5, ""duration"": 2.0}, {""start"": 19.5, ""end"": 21.5, ""duration"": 2.0}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 8.0, ""end"": 9.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 12.0, ""duration"": 2.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 21.0, ""duration"": 1.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-03-11;Wednesday;43.5;28.5;65.52;19;"[{""start"": 14.5, ""end"": 16.5, ""duration"": 2.0}, {""start"": 16.5, ""end"": 18.5, ""duration"": 2.0}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.5, ""duration"": 2.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 21.5, ""duration"": 1.5}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 18.5, ""duration"": 2.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}]"
2026-03-12;Thursday;43.5;32.5;74.71;22;"[{""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 8.0, ""end"": 10.0, ""duration"": 2.0}, {""start"": 11.0, ""end"": 12.0, ""duration"": 1.0}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-03-13;Friday;43.5;40.5;93.1;27;"[{""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 17.5, ""duration"": 1.0}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 17.5, ""duration"": 1.0}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 8.5, ""end"": 9.5, ""duration"": 1.0}, {""start"": 10.0, ""end"": 12.0, ""duration"": 2.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 18.0, ""duration"": 2.0}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}]"
2026-03-14;Saturday;37.5;37.5;100.0;28;"[{""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 12.0, ""duration"": 1.5}, {""start"": 12.0, ""end"": 13.0, ""duration"": 1.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 17.0, ""duration"": 2.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 19.5, ""duration"": 1.0}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 12.0, ""duration"": 2.0}, {""start"": 12.0, ""end"": 14.0, ""duration"": 2.0}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 12.0, ""duration"": 1.0}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
2026-03-15;Sunday;37.5;37.5;100.0;28;"[{""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 13.0, ""duration"": 2.0}, {""start"": 13.0, ""end"": 15.0, ""duration"": 2.0}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 12.5, ""end"": 14.0, ""duration"": 1.5}, {""start"": 14.0, ""end"": 15.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 19.5, ""duration"": 1.0}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 12.5, ""duration"": 2.0}, {""start"": 12.5, ""end"": 14.5, ""duration"": 2.0}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 17.5, ""duration"": 2.0}, {""start"": 17.5, ""end"": 19.0, ""duration"": 1.5}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}]"
2026-03-16;Monday;43.5;32.5;74.71;25;"[{""start"": 10.5, ""end"": 12.5, ""duration"": 2.0}, {""start"": 13.5, ""end"": 14.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 21.0, ""duration"": 1.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 9.5, ""end"": 10.5, ""duration"": 1.0}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 21.5, ""duration"": 1.0}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}]"
2026-03-17;Tuesday;43.5;31.5;72.41;23;"[{""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 10.5, ""end"": 12.0, ""duration"": 1.5}, {""start"": 12.0, ""end"": 13.0, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 17.5, ""duration"": 1.0}, {""start"": 17.5, ""end"": 19.5, ""duration"": 2.0}, {""start"": 19.5, ""end"": 21.0, ""duration"": 1.5}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 11.5, ""end"": 12.5, ""duration"": 1.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.0, ""duration"": 1.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.0, ""end"": 9.5, ""duration"": 1.5}, {""start"": 9.5, ""end"": 11.0, ""duration"": 1.5}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 19.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 21.0, ""duration"": 1.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}]"
2026-03-18;Wednesday;43.5;25.5;58.62;18;"[{""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 21.5, ""duration"": 1.5}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 10.5, ""end"": 11.5, ""duration"": 1.0}, {""start"": 14.5, ""end"": 15.5, ""duration"": 1.0}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 21.5, ""duration"": 1.5}, {""start"": 21.5, ""end"": 23.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 17.0, ""duration"": 2.0}, {""start"": 19.0, ""end"": 20.0, ""duration"": 1.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}]"
2026-03-19;Thursday;43.5;35.0;80.46;23;"[{""start"": 10.5, ""end"": 12.5, ""duration"": 2.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.5, ""duration"": 2.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 13.0, ""end"": 15.0, ""duration"": 2.0}, {""start"": 15.0, ""end"": 16.0, ""duration"": 1.0}, {""start"": 16.0, ""end"": 18.0, ""duration"": 2.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 21.0, ""duration"": 2.0}, {""start"": 21.0, ""end"": 23.0, ""duration"": 2.0}, {""start"": 8.5, ""end"": 10.0, ""duration"": 1.5}, {""start"": 10.0, ""end"": 11.5, ""duration"": 1.5}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 20.0, ""duration"": 2.0}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 22.0, ""end"": 23.0, ""duration"": 1.0}]"
2026-03-20;Friday;43.5;35.0;80.46;21;"[{""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 13.0, ""duration"": 2.0}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 12.5, ""end"": 14.5, ""duration"": 2.0}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}, {""start"": 11.5, ""end"": 13.0, ""duration"": 1.5}, {""start"": 13.0, ""end"": 14.5, ""duration"": 1.5}, {""start"": 14.5, ""end"": 16.0, ""duration"": 1.5}, {""start"": 16.0, ""end"": 17.0, ""duration"": 1.0}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 23.0, ""duration"": 3.0}]"
2026-03-21;Saturday;37.5;37.5;100.0;25;"[{""start"": 9.0, ""end"": 12.0, ""duration"": 3.0}, {""start"": 12.0, ""end"": 13.0, ""duration"": 1.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 19.0, ""duration"": 1.5}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 12.0, ""duration"": 3.0}, {""start"": 12.0, ""end"": 14.0, ""duration"": 2.0}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 17.5, ""duration"": 1.5}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 21.0, ""duration"": 1.0}, {""start"": 21.0, ""end"": 22.0, ""duration"": 1.0}, {""start"": 9.0, ""end"": 12.0, ""duration"": 3.0}, {""start"": 12.0, ""end"": 13.5, ""duration"": 1.5}, {""start"": 13.5, ""end"": 15.0, ""duration"": 1.5}, {""start"": 15.0, ""end"": 16.5, ""duration"": 1.5}, {""start"": 16.5, ""end"": 17.5, ""duration"": 1.0}, {""start"": 17.5, ""end"": 18.5, ""duration"": 1.0}, {""start"": 18.5, ""end"": 19.5, ""duration"": 1.0}, {""start"": 19.5, ""end"": 20.5, ""duration"": 1.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
2026-03-22;Sunday;37.5;37.5;100.0;26;"[{""start"": 9.0, ""end"": 11.0, ""duration"": 2.0}, {""start"": 11.0, ""end"": 13.0, ""duration"": 2.0}, {""start"": 13.0, ""end"": 14.0, ""duration"": 1.0}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 17.0, ""duration"": 1.5}, {""start"": 17.0, ""end"": 18.5, ""duration"": 1.5}, {""start"": 18.5, ""end"": 20.0, ""duration"": 1.5}, {""start"": 20.0, ""end"": 22.0, ""duration"": 2.0}, {""start"": 9.0, ""end"": 10.0, ""duration"": 1.0}, {""start"": 10.0, ""end"": 11.0, ""duration"": 1.0}, {""start"": 11.0, ""end"": 12.5, ""duration"": 1.5}, {""start"": 12.5, ""end"": 14.0, ""duration"": 1.5}, {""start"": 14.0, ""end"": 15.5, ""duration"": 1.5}, {""start"": 15.5, ""end"": 16.5, ""duration"": 1.0}, {""start"": 16.5, ""end"": 18.0, ""duration"": 1.5}, {""start"": 18.0, ""end"": 19.5, ""duration"": 1.5}, {""start"": 19.5, ""end"": 20.5, ""duration"": 1.0}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}, {""start"": 9.0, ""end"": 10.5, ""duration"": 1.5}, {""start"": 10.5, ""end"": 12.5, ""duration"": 2.0}, {""start"": 12.5, ""end"": 14.0, ""duration"": 1.5}, {""start"": 14.0, ""end"": 16.0, ""duration"": 2.0}, {""start"": 16.0, ""end"": 18.0, ""duration"": 2.0}, {""start"": 18.0, ""end"": 19.0, ""duration"": 1.0}, {""start"": 19.0, ""end"": 20.5, ""duration"": 1.5}, {""start"": 20.5, ""end"": 22.0, ""duration"": 1.5}]"
